GO biological process complete	Glycine max - REFLIST (55853)	upload_1 (4562)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
amine biosynthetic process (GO:0009309)	70	13	5.72	+	2.27	6.61E-03	5.15E-02
pyrimidine nucleotide biosynthetic process (GO:0006221)	65	12	5.31	+	2.26	5.92E-03	4.85E-02
organic acid biosynthetic process (GO:0016053)	716	132	58.48	+	2.26	1.06E-18	3.00E-16
carboxylic acid biosynthetic process (GO:0046394)	716	132	58.48	+	2.26	1.06E-18	2.79E-16
cellular response to radiation (GO:0071478)	76	14	6.21	+	2.26	4.69E-03	4.05E-02
pyridine-containing compound metabolic process (GO:0072524)	251	46	20.50	+	2.24	2.02E-07	7.63E-06
amino acid transmembrane transport (GO:0003333)	181	33	14.78	+	2.23	1.40E-05	3.17E-04
secondary metabolic process (GO:0019748)	236	43	19.28	+	2.23	5.92E-07	2.01E-05
actin cytoskeleton organization (GO:0030036)	193	35	15.76	+	2.22	7.90E-06	1.91E-04
proteinogenic amino acid metabolic process (GO:0170039)	420	76	34.31	+	2.22	6.94E-11	8.01E-09
rRNA processing (GO:0006364)	400	72	32.67	+	2.20	2.95E-10	2.72E-08
sulfur amino acid biosynthetic process (GO:0000097)	78	14	6.37	+	2.20	5.32E-03	4.47E-02
actin filament-based process (GO:0030029)	195	35	15.93	+	2.20	9.46E-06	2.20E-04
microtubule-based movement (GO:0007018)	157	28	12.82	+	2.18	9.43E-05	1.67E-03
secondary metabolite biosynthetic process (GO:0044550)	158	28	12.91	+	2.17	1.01E-04	1.75E-03
beta-glucan metabolic process (GO:0051273)	147	26	12.01	+	2.17	1.96E-04	3.09E-03
carbohydrate catabolic process (GO:0016052)	600	106	49.01	+	2.16	5.33E-14	1.09E-11
polysaccharide catabolic process (GO:0000272)	374	66	30.55	+	2.16	3.18E-09	2.10E-07
aldehyde metabolic process (GO:0006081)	119	21	9.72	+	2.16	6.63E-04	8.28E-03
L-amino acid metabolic process (GO:0170033)	403	71	32.92	+	2.16	7.48E-10	5.75E-08
fatty acid biosynthetic process (GO:0006633)	233	41	19.03	+	2.15	3.05E-06	8.41E-05
ribonucleoside diphosphate metabolic process (GO:0009185)	160	28	13.07	+	2.14	1.18E-04	2.01E-03
actin filament organization (GO:0007015)	179	31	14.62	+	2.12	8.74E-05	1.56E-03
glucan biosynthetic process (GO:0009250)	162	28	13.23	+	2.12	1.41E-04	2.32E-03
rRNA metabolic process (GO:0016072)	423	73	34.55	+	2.11	1.13E-09	8.17E-08
mitochondrial gene expression (GO:0140053)	87	15	7.11	+	2.11	5.02E-03	4.31E-02
pectin catabolic process (GO:0045490)	174	30	14.21	+	2.11	1.25E-04	2.11E-03
nicotinamide nucleotide metabolic process (GO:0046496)	238	41	19.44	+	2.11	7.06E-06	1.73E-04
alpha-amino acid metabolic process (GO:1901605)	467	80	38.14	+	2.10	2.68E-10	2.53E-08
sulfur compound metabolic process (GO:0006790)	415	71	33.90	+	2.09	4.04E-09	2.57E-07
terpenoid biosynthetic process (GO:0016114)	152	26	12.42	+	2.09	2.88E-04	4.30E-03
pyridine nucleotide metabolic process (GO:0019362)	240	41	19.60	+	2.09	7.72E-06	1.88E-04
isoprenoid metabolic process (GO:0006720)	253	43	20.66	+	2.08	4.58E-06	1.16E-04
glutathione metabolic process (GO:0006749)	106	18	8.66	+	2.08	3.54E-03	3.24E-02
response to abscisic acid (GO:0009737)	142	24	11.60	+	2.07	5.89E-04	7.47E-03
response to alcohol (GO:0097305)	142	24	11.60	+	2.07	5.89E-04	7.44E-03
DNA replication (GO:0006260)	273	46	22.30	+	2.06	3.48E-06	9.31E-05
alcohol metabolic process (GO:0006066)	184	31	15.03	+	2.06	1.15E-04	1.96E-03
ribosome biogenesis (GO:0042254)	564	95	46.07	+	2.06	2.05E-11	2.80E-09
organelle fission (GO:0048285)	190	32	15.52	+	2.06	8.67E-05	1.55E-03
beta-glucan biosynthetic process (GO:0051274)	107	18	8.74	+	2.06	3.70E-03	3.38E-02
ribonucleoside diphosphate catabolic process (GO:0009191)	144	24	11.76	+	2.04	6.96E-04	8.65E-03
purine ribonucleoside diphosphate catabolic process (GO:0009181)	144	24	11.76	+	2.04	6.96E-04	8.62E-03
purine ribonucleotide catabolic process (GO:0009154)	144	24	11.76	+	2.04	6.96E-04	8.60E-03
purine nucleoside diphosphate catabolic process (GO:0009137)	144	24	11.76	+	2.04	6.96E-04	8.57E-03
ADP catabolic process (GO:0046032)	144	24	11.76	+	2.04	6.96E-04	8.54E-03
ADP metabolic process (GO:0046031)	144	24	11.76	+	2.04	6.96E-04	8.51E-03
glycolytic process (GO:0006096)	144	24	11.76	+	2.04	6.96E-04	8.48E-03
ribonucleotide catabolic process (GO:0009261)	144	24	11.76	+	2.04	6.96E-04	8.45E-03
cell wall modification (GO:0042545)	229	38	18.70	+	2.03	2.80E-05	5.65E-04
pyridine nucleotide catabolic process (GO:0019364)	147	24	12.01	+	2.00	1.21E-03	1.35E-02
nucleoside monophosphate metabolic process (GO:0009123)	141	23	11.52	+	2.00	1.64E-03	1.75E-02
pyrimidine-containing compound metabolic process (GO:0072527)	123	20	10.05	+	1.99	2.65E-03	2.50E-02
oxoacid metabolic process (GO:0043436)	1332	216	108.80	+	1.99	2.21E-22	9.05E-20
organic acid metabolic process (GO:0006082)	1334	216	108.96	+	1.98	2.51E-22	9.28E-20
cellulose metabolic process (GO:0030243)	124	20	10.13	+	1.97	2.86E-03	2.68E-02
pyridine-containing compound catabolic process (GO:0072526)	149	24	12.17	+	1.97	1.34E-03	1.47E-02
mitotic cell cycle (GO:0000278)	386	62	31.53	+	1.97	3.11E-07	1.11E-05
pyruvate metabolic process (GO:0006090)	193	31	15.76	+	1.97	2.94E-04	4.37E-03
carboxylic acid metabolic process (GO:0019752)	1312	210	107.16	+	1.96	4.10E-21	1.38E-18
purine ribonucleoside diphosphate metabolic process (GO:0009179)	150	24	12.25	+	1.96	1.43E-03	1.54E-02
purine nucleoside diphosphate metabolic process (GO:0009135)	150	24	12.25	+	1.96	1.43E-03	1.54E-02
cell wall organization (GO:0071555)	694	111	56.69	+	1.96	1.02E-11	1.51E-09
carboxylic acid transport (GO:0046942)	163	26	13.31	+	1.95	8.74E-04	1.03E-02
organic acid transport (GO:0015849)	163	26	13.31	+	1.95	8.74E-04	1.03E-02
transition metal ion transport (GO:0000041)	151	24	12.33	+	1.95	1.52E-03	1.62E-02
dicarboxylic acid metabolic process (GO:0043648)	145	23	11.84	+	1.94	2.02E-03	2.05E-02
small molecule metabolic process (GO:0044281)	2446	386	199.79	+	1.93	6.65E-37	4.09E-34
ribonucleotide biosynthetic process (GO:0009260)	178	28	14.54	+	1.93	8.18E-04	9.71E-03
methylation (GO:0032259)	516	81	42.15	+	1.92	1.54E-08	8.26E-07
nucleoside diphosphate metabolic process (GO:0009132)	179	28	14.62	+	1.92	8.63E-04	1.02E-02
amino acid transport (GO:0006865)	211	33	17.23	+	1.91	3.35E-04	4.86E-03
regulation of defense response (GO:0031347)	122	19	9.96	+	1.91	6.92E-03	4.96E-02
carbohydrate derivative catabolic process (GO:1901136)	251	39	20.50	+	1.90	1.08E-04	1.86E-03
protein transmembrane transport (GO:0071806)	149	23	12.17	+	1.89	3.77E-03	3.44E-02
amino acid metabolic process (GO:0006520)	681	105	55.62	+	1.89	3.34E-10	3.01E-08
nucleotide catabolic process (GO:0009166)	169	26	13.80	+	1.88	1.69E-03	1.79E-02
response to fungus (GO:0009620)	156	24	12.74	+	1.88	2.88E-03	2.69E-02
purine nucleotide catabolic process (GO:0006195)	156	24	12.74	+	1.88	2.88E-03	2.68E-02
external encapsulating structure organization (GO:0045229)	724	111	59.14	+	1.88	1.29E-10	1.32E-08
monocarboxylic acid metabolic process (GO:0032787)	650	98	53.09	+	1.85	5.28E-09	3.20E-07
ribose phosphate biosynthetic process (GO:0046390)	186	28	15.19	+	1.84	1.74E-03	1.84E-02
ribonucleoside triphosphate metabolic process (GO:0009199)	246	37	20.09	+	1.84	3.83E-04	5.36E-03
nucleotide metabolic process (GO:0009117)	520	78	42.47	+	1.84	1.90E-07	7.25E-06
fatty acid metabolic process (GO:0006631)	367	55	29.98	+	1.83	1.31E-05	2.99E-04
ribonucleotide metabolic process (GO:0009259)	347	52	28.34	+	1.83	1.99E-05	4.24E-04
mitotic cell cycle process (GO:1903047)	307	46	25.08	+	1.83	6.05E-05	1.12E-03
nucleoside diphosphate catabolic process (GO:0009134)	162	24	13.23	+	1.81	3.87E-03	3.52E-02
generation of precursor metabolites and energy (GO:0006091)	636	94	51.95	+	1.81	2.23E-08	1.08E-06
sulfur compound biosynthetic process (GO:0044272)	217	32	17.72	+	1.81	1.09E-03	1.26E-02
photosynthesis (GO:0015979)	306	45	24.99	+	1.80	1.35E-04	2.25E-03
ribonucleoprotein complex biogenesis (GO:0022613)	710	104	57.99	+	1.79	7.10E-09	4.16E-07
nucleoside triphosphate metabolic process (GO:0009141)	267	39	21.81	+	1.79	4.37E-04	6.02E-03
amine metabolic process (GO:0009308)	186	27	15.19	+	1.78	4.31E-03	3.76E-02
carbohydrate metabolic process (GO:0005975)	1861	270	152.00	+	1.78	1.86E-20	5.71E-18
cell wall organization or biogenesis (GO:0071554)	822	119	67.14	+	1.77	1.12E-09	8.25E-08
amide metabolic process (GO:0043603)	311	45	25.40	+	1.77	1.66E-04	2.69E-03
ribose phosphate metabolic process (GO:0019693)	361	52	29.49	+	1.76	6.52E-05	1.20E-03
purine nucleotide metabolic process (GO:0006163)	410	59	33.49	+	1.76	2.54E-05	5.21E-04
nucleoside phosphate metabolic process (GO:0006753)	759	109	61.99	+	1.76	9.92E-09	5.47E-07
organophosphate catabolic process (GO:0046434)	253	36	20.66	+	1.74	1.13E-03	1.29E-02
galacturonan metabolic process (GO:0010393)	227	32	18.54	+	1.73	2.25E-03	2.22E-02
pectin metabolic process (GO:0045488)	227	32	18.54	+	1.73	2.25E-03	2.22E-02
purine ribonucleotide metabolic process (GO:0009150)	299	42	24.42	+	1.72	6.16E-04	7.74E-03
polysaccharide metabolic process (GO:0005976)	722	101	58.97	+	1.71	1.11E-07	4.42E-06
modified amino acid metabolic process (GO:0006575)	186	26	15.19	+	1.71	6.79E-03	4.88E-02
purine ribonucleoside triphosphate metabolic process (GO:0009205)	224	31	18.30	+	1.69	4.46E-03	3.89E-02
ATP metabolic process (GO:0046034)	210	29	17.15	+	1.69	5.12E-03	4.37E-02
nucleotide biosynthetic process (GO:0009165)	255	35	20.83	+	1.68	2.62E-03	2.49E-02
purine-containing compound metabolic process (GO:0072521)	565	77	46.15	+	1.67	9.47E-06	2.19E-04
cell division (GO:0051301)	367	50	29.98	+	1.67	3.64E-04	5.16E-03
carbohydrate biosynthetic process (GO:0016051)	401	54	32.75	+	1.65	3.19E-04	4.69E-03
organophosphate metabolic process (GO:0019637)	1226	165	100.14	+	1.65	2.56E-10	2.49E-08
microtubule-based process (GO:0007017)	417	56	34.06	+	1.64	2.94E-04	4.37E-03
cytoskeleton organization (GO:0007010)	488	65	39.86	+	1.63	1.18E-04	2.01E-03
nucleobase-containing small molecule metabolic process (GO:0055086)	819	109	66.89	+	1.63	4.60E-07	1.60E-05
glucan metabolic process (GO:0044042)	325	43	26.55	+	1.62	2.12E-03	2.12E-02
lipid biosynthetic process (GO:0008610)	895	118	73.10	+	1.61	2.74E-07	1.00E-05
phosphate-containing compound metabolic process (GO:0006796)	1276	167	104.22	+	1.60	1.56E-09	1.11E-07
phosphorus metabolic process (GO:0006793)	1276	167	104.22	+	1.60	1.56E-09	1.09E-07
cellular response to toxic substance (GO:0097237)	346	45	28.26	+	1.59	2.10E-03	2.13E-02
cellular detoxification (GO:1990748)	346	45	28.26	+	1.59	2.10E-03	2.12E-02
response to toxic substance (GO:0009636)	462	59	37.74	+	1.56	6.13E-04	7.73E-03
nucleoside phosphate biosynthetic process (GO:1901293)	394	50	32.18	+	1.55	2.16E-03	2.16E-02
anatomical structure morphogenesis (GO:0009653)	308	39	25.16	+	1.55	6.37E-03	4.98E-02
translation (GO:0006412)	989	124	80.78	+	1.54	1.89E-06	5.45E-05
detoxification (GO:0098754)	456	57	37.25	+	1.53	1.40E-03	1.52E-02
biosynthetic process (GO:0009058)	6744	843	550.84	+	1.53	4.64E-39	3.43E-36
auxin-activated signaling pathway (GO:0009734)	353	44	28.83	+	1.53	6.00E-03	4.88E-02
cellular response to auxin stimulus (GO:0071365)	353	44	28.83	+	1.53	6.00E-03	4.87E-02
small molecule catabolic process (GO:0044282)	371	46	30.30	+	1.52	5.51E-03	4.54E-02
carbohydrate derivative metabolic process (GO:1901135)	1047	127	85.52	+	1.49	8.14E-06	1.93E-04
organophosphate biosynthetic process (GO:0090407)	716	86	58.48	+	1.47	3.38E-04	4.87E-03
lipid metabolic process (GO:0006629)	1687	198	137.79	+	1.44	2.44E-07	9.11E-06
cell cycle (GO:0007049)	710	81	57.99	+	1.40	2.35E-03	2.29E-02
cellular response to chemical stimulus (GO:0070887)	1333	151	108.88	+	1.39	4.88E-05	9.24E-04
metabolic process (GO:0008152)	14386	1621	1175.03	+	1.38	1.33E-52	2.45E-49
cellular response to endogenous stimulus (GO:0071495)	915	103	74.74	+	1.38	9.85E-04	1.15E-02
hormone-mediated signaling pathway (GO:0009755)	913	101	74.57	+	1.35	1.86E-03	1.92E-02
cellular response to hormone stimulus (GO:0032870)	913	101	74.57	+	1.35	1.86E-03	1.91E-02
transmembrane transport (GO:0055085)	2733	296	223.23	+	1.33	6.08E-07	2.04E-05
cellular process (GO:0009987)	23234	2461	1897.72	+	1.30	1.15E-68	4.26E-65
primary metabolic process (GO:0044238)	12147	1278	992.15	+	1.29	2.49E-25	1.15E-22
gene expression (GO:0010467)	3564	364	291.10	+	1.25	8.10E-06	1.93E-04
cellular component biogenesis (GO:0044085)	1754	179	143.26	+	1.25	2.21E-03	2.20E-02
cellular component organization or biogenesis (GO:0071840)	4470	455	365.10	+	1.25	7.03E-07	2.30E-05
macromolecule biosynthetic process (GO:0009059)	4239	426	346.24	+	1.23	6.01E-06	1.49E-04
nucleobase-containing compound biosynthetic process (GO:0034654)	2448	244	199.95	+	1.22	1.16E-03	1.30E-02
biological_process (GO:0008150)	29105	2812	2377.26	+	1.18	1.43E-41	1.32E-38
cellular component organization (GO:0016043)	3926	373	320.67	+	1.16	1.85E-03	1.92E-02
nucleobase-containing compound metabolic process (GO:0006139)	4471	420	365.19	+	1.15	2.10E-03	2.12E-02
macromolecule metabolic process (GO:0043170)	8457	762	690.76	+	1.10	2.37E-03	2.31E-02
biological regulation (GO:0065007)	8475	617	692.23	-	.89	1.14E-03	1.30E-02
regulation of biological process (GO:0050789)	8101	589	661.68	-	.89	1.36E-03	1.48E-02
regulation of cellular process (GO:0050794)	7834	562	639.87	-	.88	4.76E-04	6.49E-03
regulation of biosynthetic process (GO:0009889)	4810	316	392.87	-	.80	1.51E-05	3.36E-04
Unclassified (UNCLASSIFIED)	26748	1750	2184.74	-	.80	1.43E-41	1.76E-38
regulation of gene expression (GO:0010468)	4750	310	387.97	-	.80	1.04E-05	2.40E-04
regulation of macromolecule biosynthetic process (GO:0010556)	4760	310	388.79	-	.80	8.25E-06	1.94E-04
regulation of macromolecule metabolic process (GO:0060255)	4955	316	404.72	-	.78	7.41E-07	2.36E-05
regulation of metabolic process (GO:0019222)	5123	326	418.44	-	.78	3.58E-07	1.26E-05
regulation of primary metabolic process (GO:0080090)	4558	279	372.29	-	.75	5.75E-08	2.53E-06
regulation of RNA biosynthetic process (GO:2001141)	4021	242	328.43	-	.74	8.47E-08	3.51E-06
regulation of DNA-templated transcription (GO:0006355)	4021	242	328.43	-	.74	8.47E-08	3.47E-06
regulation of RNA metabolic process (GO:0051252)	4137	247	337.90	-	.73	2.77E-08	1.30E-06
regulation of nucleobase-containing compound metabolic process (GO:0019219)	4249	251	347.05	-	.72	6.29E-09	3.75E-07
macromolecule localization (GO:0033036)	1669	98	136.32	-	.72	3.31E-04	4.83E-03
protein localization (GO:0008104)	1381	79	112.80	-	.70	4.89E-04	6.64E-03
cellular macromolecule localization (GO:0070727)	1385	79	113.12	-	.70	4.92E-04	6.65E-03
macromolecule modification (GO:0043412)	2038	116	166.46	-	.70	1.47E-05	3.32E-04
establishment of protein localization (GO:0045184)	1249	67	102.02	-	.66	1.32E-04	2.22E-03
protein transport (GO:0015031)	1123	60	91.73	-	.65	2.72E-04	4.09E-03
cellular localization (GO:0051641)	1682	88	137.38	-	.64	3.00E-06	8.34E-05
positive regulation of biological process (GO:0048518)	911	45	74.41	-	.60	1.88E-04	3.01E-03
positive regulation of biosynthetic process (GO:0009891)	654	32	53.42	-	.60	1.51E-03	1.61E-02
positive regulation of macromolecule biosynthetic process (GO:0010557)	645	31	52.68	-	.59	1.09E-03	1.26E-02
positive regulation of cellular process (GO:0048522)	849	40	69.35	-	.58	8.62E-05	1.55E-03
mRNA processing (GO:0006397)	684	32	55.87	-	.57	4.23E-04	5.87E-03
regulation of transcription by RNA polymerase II (GO:0006357)	1032	45	84.29	-	.53	1.30E-06	3.94E-05
positive regulation of metabolic process (GO:0009893)	796	34	65.02	-	.52	1.54E-05	3.40E-04
protein modification by small protein conjugation (GO:0032446)	916	37	74.82	-	.49	7.14E-07	2.31E-05
positive regulation of macromolecule metabolic process (GO:0010604)	776	31	63.38	-	.49	4.55E-06	1.16E-04
protein modification process (GO:0036211)	1313	51	107.24	-	.48	3.84E-10	3.38E-08
protein ubiquitination (GO:0016567)	870	33	71.06	-	.46	2.57E-07	9.49E-06
positive regulation of DNA-templated transcription (GO:0045893)	582	22	47.54	-	.46	2.57E-05	5.25E-04
positive regulation of RNA biosynthetic process (GO:1902680)	582	22	47.54	-	.46	2.57E-05	5.22E-04
post-translational protein modification (GO:0043687)	1019	37	83.23	-	.44	4.40E-09	2.75E-07
protein modification by small protein conjugation or removal (GO:0070647)	1019	37	83.23	-	.44	4.40E-09	2.71E-07
chromosome organization (GO:0051276)	552	20	45.09	-	.44	2.16E-05	4.56E-04
vesicle-mediated transport (GO:0016192)	976	35	79.72	-	.44	8.13E-09	4.62E-07
positive regulation of RNA metabolic process (GO:0051254)	650	22	53.09	-	.41	8.08E-07	2.53E-05
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	355	12	29.00	-	.41	4.13E-04	5.75E-03
intracellular protein transport (GO:0006886)	605	20	49.42	-	.40	1.44E-06	4.30E-05
RNA splicing (GO:0008380)	484	16	39.53	-	.40	1.81E-05	3.92E-04
positive regulation of nucleobase-containing compound metabolic process (GO:0045935)	668	22	54.56	-	.40	3.56E-07	1.26E-05
proteasomal protein catabolic process (GO:0010498)	440	14	35.94	-	.39	2.41E-05	4.99E-04
positive regulation of transcription by RNA polymerase II (GO:0045944)	319	10	26.06	-	.38	4.27E-04	5.91E-03
protein catabolic process (GO:0030163)	880	27	71.88	-	.38	5.49E-10	4.71E-08
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	398	12	32.51	-	.37	3.13E-05	6.21E-04
RNA splicing, via transesterification reactions (GO:0000375)	399	12	32.59	-	.37	3.13E-05	6.18E-04
modification-dependent protein catabolic process (GO:0019941)	677	20	55.30	-	.36	2.65E-08	1.25E-06
modification-dependent macromolecule catabolic process (GO:0043632)	681	20	55.62	-	.36	1.97E-08	9.95E-07
intracellular transport (GO:0046907)	928	27	75.80	-	.36	4.07E-11	5.19E-09
proteolysis involved in protein catabolic process (GO:0051603)	869	25	70.98	-	.35	1.20E-10	1.31E-08
establishment of localization in cell (GO:0051649)	987	28	80.62	-	.35	3.92E-12	6.89E-10
Golgi vesicle transport (GO:0048193)	324	8	26.46	-	.30	2.51E-05	5.18E-04
ubiquitin-dependent protein catabolic process (GO:0006511)	658	16	53.74	-	.30	7.09E-10	5.57E-08
protein polyubiquitination (GO:0000209)	116	2	9.47	-	.21	5.95E-03	4.86E-02
positive regulation of catabolic process (GO:0009896)	117	2	9.56	-	.21	6.01E-03	4.87E-02
mRNA splicing, via spliceosome (GO:0000398)	369	5	30.14	-	.17	1.58E-08	8.35E-07
telomere maintenance (GO:0000723)	330	4	26.95	-	.15	4.53E-08	2.07E-06
telomere organization (GO:0032200)	330	4	26.95	-	.15	4.53E-08	2.04E-06
vesicle organization (GO:0016050)	188	2	15.36	-	.13	4.09E-05	8.03E-04
protein localization to endoplasmic reticulum (GO:0070972)	106	1	8.66	-	.12	2.15E-03	2.15E-02
organelle fusion (GO:0048284)	111	1	9.07	-	.11	1.47E-03	1.58E-02
endosomal transport (GO:0016197)	150	1	12.25	-	.08	7.05E-05	1.28E-03
transcription by RNA polymerase II (GO:0006366)	172	1	14.05	-	.07	1.62E-05	3.55E-04
membrane fusion (GO:0061025)	118	0	9.64	-	 < 0.01	6.85E-05	1.25E-03
positive regulation of mRNA metabolic process (GO:1903313)	66	0	5.39	-	 < 0.01	5.97E-03	4.86E-02
multivesicular body sorting pathway (GO:0071985)	76	0	6.21	-	 < 0.01	2.65E-03	2.51E-02
transcription initiation at RNA polymerase II promoter (GO:0006367)	70	0	5.72	-	 < 0.01	3.96E-03	3.57E-02
regulation of generation of precursor metabolites and energy (GO:0043467)	75	0	6.13	-	 < 0.01	2.64E-03	2.50E-02
vesicle fusion (GO:0006906)	94	0	7.68	-	 < 0.01	5.18E-04	6.91E-03
endosome transport via multivesicular body sorting pathway (GO:0032509)	76	0	6.21	-	 < 0.01	2.65E-03	2.50E-02
retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)	67	0	5.47	-	 < 0.01	6.03E-03	4.87E-02
endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888)	166	0	13.56	-	 < 0.01	1.22E-06	3.73E-05
protein modification by small protein removal (GO:0070646)	103	0	8.41	-	 < 0.01	3.82E-04	5.38E-03
protein deubiquitination (GO:0016579)	83	0	6.78	-	 < 0.01	1.85E-03	1.92E-02
regulation of protein catabolic process (GO:0042176)	69	0	5.64	-	 < 0.01	6.35E-03	4.98E-02
organelle membrane fusion (GO:0090174)	100	0	8.17	-	 < 0.01	3.48E-04	4.95E-03
regulation of proteolysis (GO:0030162)	71	0	5.80	-	 < 0.01	3.97E-03	3.57E-02
late endosome to vacuole transport (GO:0045324)	83	0	6.78	-	 < 0.01	1.85E-03	1.91E-02
sister chromatid cohesion (GO:0007062)	80	0	6.53	-	 < 0.01	1.75E-03	1.85E-02
